	Número de registros en esta consulta:	10	Unnamed: 2	Unnamed: 3	Unnamed: 4
415	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[B. Nivel de conocimientos, habiidades y actitudes que son necesarias en el trabajo que realiza el graduado en la actualidad]"				
416	Opción	Cuenta	Porcentaje		
417	Muy alto10 (A10)	7	0.7		
418	9 (A9)	1	0.1		
419	8 (A8)	1	0.1		
420	7 (A7)	0	0		
421	6 (A6)	0	0		
422	5 (A5)	0	0		
423	4 (A4)	0	0		
424	3 (A3)	0	0		
425	2 (A2)	0	0		
426	Muy bajo1 (A1)	0	0		
427	Sin respuesta	1	0.1		
428	No mostrada	0	0		
429					
430					
431	Resumen de campo para D2 [Conocimientos sobre la realidad local, regional y nacional.][Etiqueta 1]				
432	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[A. Nivel de conocimientos, habiidades y actitudes ingresó el graduado al empleo]"				
433	Opción	Cuenta	Porcentaje		
434	Muy alto10 (A10)	2	0.2		0.5056498968474317
435	9 (A9)	4	0.4		
436	8 (A8)	3	0.3		
437	7 (A7)	1	0.1		
438	6 (A6)	0	0		
439	5 (A5)	0	0		
440	4 (A4)	0	0		
441	3 (A3)	0	0		
442	2 (A2)	0	0		
443	Muy bajo1 (A1)	0	0		
444	Sin respuesta	0	0		
445	No mostrada	0	0		
446					
447					
448	Resumen de campo para D2 [Conocimientos sobre la realidad local, regional y nacional.][Etiqueta 2]				
449	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[B. Nivel de conocimientos, habiidades y actitudes que son necesarias en el trabajo que realiza el graduado en la actualidad]"				
450	Opción	Cuenta	Porcentaje		
451	Muy alto10 (A10)	7	0.7		
452	9 (A9)	2	0.2		
453	8 (A8)	1	0.1		
454	7 (A7)	0	0		
455	6 (A6)	0	0		
456	5 (A5)	0	0		
457	4 (A4)	0	0		
458	3 (A3)	0	0		
459	2 (A2)	0	0		
460	Muy bajo1 (A1)	0	0		
461	Sin respuesta	0	0		
462	No mostrada	0	0		
463					
464					
465	Resumen de campo para D2 [Habilidad para encontrar, seleccionar, sistematizar y utilizar información.][Etiqueta 1]				
466	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[A. Nivel de conocimientos, habiidades y actitudes ingresó el graduado al empleo]"				
467	Opción	Cuenta	Porcentaje		
468	Muy alto10 (A10)	4	0.4		0.8528028654224418
469	9 (A9)	2	0.2		
470	8 (A8)	2	0.2		
471	7 (A7)	2	0.2		
472	6 (A6)	0	0		
473	5 (A5)	0	0		
474	4 (A4)	0	0		
475	3 (A3)	0	0		
476	2 (A2)	0	0		
477	Muy bajo1 (A1)	0	0		
478	Sin respuesta	0	0		
479	No mostrada	0	0		
480					
481					
482	Resumen de campo para D2 [Habilidad para encontrar, seleccionar, sistematizar y utilizar información.][Etiqueta 2]				
483	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[B. Nivel de conocimientos, habiidades y actitudes que son necesarias en el trabajo que realiza el graduado en la actualidad]"				
484	Opción	Cuenta	Porcentaje		
485	Muy alto10 (A10)	7	0.7		
486	9 (A9)	1	0.1		
487	8 (A8)	2	0.2		
488	7 (A7)	0	0		
489	6 (A6)	0	0		
490	5 (A5)	0	0		
491	4 (A4)	0	0		
492	3 (A3)	0	0		
493	2 (A2)	0	0		
494	Muy bajo1 (A1)	0	0		
495	Sin respuesta	0	0		
496	No mostrada	0	0		
497					
498					
499	Resumen de campo para D2 [Capacidad para trabajar en equipo.][Etiqueta 1]				
500	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[A. Nivel de conocimientos, habiidades y actitudes ingresó el graduado al empleo]"				
501	Opción	Cuenta	Porcentaje		
502	Muy alto10 (A10)	6	0.6		0.9284766908852592
503	9 (A9)	2	0.2		
504	8 (A8)	1	0.1		
505	7 (A7)	1	0.1		
506	6 (A6)	0	0		
507	5 (A5)	0	0		
508	4 (A4)	0	0		
509	3 (A3)	0	0		
510	2 (A2)	0	0		
511	Muy bajo1 (A1)	0	0		
512	Sin respuesta	0	0		
513	No mostrada	0	0		
514					
515					
516	Resumen de campo para D2 [Capacidad para trabajar en equipo.][Etiqueta 2]				
517	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[B. Nivel de conocimientos, habiidades y actitudes que son necesarias en el trabajo que realiza el graduado en la actualidad]"				
518	Opción	Cuenta	Porcentaje		
519	Muy alto10 (A10)	8	0.8		
520	9 (A9)	0	0		
521	8 (A8)	2	0.2		
522	7 (A7)	0	0		
523	6 (A6)	0	0		
524	5 (A5)	0	0		
525	4 (A4)	0	0		
526	3 (A3)	0	0		
527	2 (A2)	0	0		
528	Muy bajo1 (A1)	0	0		
529	Sin respuesta	0	0		
530	No mostrada	0	0		
531					
532					
533	Resumen de campo para D2 [Capacidad para presentar en público resultados, ideas o informes.][Etiqueta 1]				
534	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[A. Nivel de conocimientos, habiidades y actitudes ingresó el graduado al empleo]"				
535	Opción	Cuenta	Porcentaje		
536	Muy alto10 (A10)	3	0.3		
537	9 (A9)	4	0.4		0.6210590034081188
538	8 (A8)	2	0.2		
539	7 (A7)	1	0.1		
540	6 (A6)	0	0		
541	5 (A5)	0	0		
542	4 (A4)	0	0		
543	3 (A3)	0	0		
544	2 (A2)	0	0		
545	Muy bajo1 (A1)	0	0		
546	Sin respuesta	0	0		
547	No mostrada	0	0		
548					
549					
550	Resumen de campo para D2 [Capacidad para presentar en público resultados, ideas o informes.][Etiqueta 2]				
551	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[B. Nivel de conocimientos, habiidades y actitudes que son necesarias en el trabajo que realiza el graduado en la actualidad]"				
552	Opción	Cuenta	Porcentaje		
553	Muy alto10 (A10)	7	0.7		
554	9 (A9)	1	0.1		
555	8 (A8)	1	0.1		
556	7 (A7)	1	0.1		
557	6 (A6)	0	0		
558	5 (A5)	0	0		
559	4 (A4)	0	0		
560	3 (A3)	0	0		
561	2 (A2)	0	0		
562	Muy bajo1 (A1)	0	0		
563	Sin respuesta	0	0		
564	No mostrada	0	0		
565					
566					
567	Resumen de campo para D2 [Capacidad para utilizar herramientas informáticas y comunicación digital.][Etiqueta 1]				
568	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[A. Nivel de conocimientos, habiidades y actitudes ingresó el graduado al empleo]"				
569	Opción	Cuenta	Porcentaje		
570	Muy alto10 (A10)	6	0.6		0.9131425765341167
571	9 (A9)	1	0.1		
572	8 (A8)	3	0.3		
573	7 (A7)	0	0		
574	6 (A6)	0	0		
575	5 (A5)	0	0		
576	4 (A4)	0	0		
577	3 (A3)	0	0		
578	2 (A2)	0	0		
579	Muy bajo1 (A1)	0	0		
580	Sin respuesta	0	0		
581	No mostrada	0	0		
582					
583					
584	Resumen de campo para D2 [Capacidad para utilizar herramientas informáticas y comunicación digital.][Etiqueta 2]				
585	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[B. Nivel de conocimientos, habiidades y actitudes que son necesarias en el trabajo que realiza el graduado en la actualidad]"				
586	Opción	Cuenta	Porcentaje		
587	Muy alto10 (A10)	8	0.8		
588	9 (A9)	0	0		
589	8 (A8)	1	0.1		
590	7 (A7)	1	0.1		
591	6 (A6)	0	0		
592	5 (A5)	0	0		
593	4 (A4)	0	0		
594	3 (A3)	0	0		
595	2 (A2)	0	0		
596	Muy bajo1 (A1)	0	0		
597	Sin respuesta	0	0		
598	No mostrada	0	0		
599					
600					
601	Resumen de campo para D2 [Capacidad para redactar informes o documentos.][Etiqueta 1]				
602	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[A. Nivel de conocimientos, habiidades y actitudes ingresó el graduado al empleo]"				
603	Opción	Cuenta	Porcentaje		
604	Muy alto10 (A10)	5	0.5		
605	9 (A9)	0	0		0.879452954966893
606	8 (A8)	4	0.4		
607	7 (A7)	1	0.1		
608	6 (A6)	0	0		
609	5 (A5)	0	0		
610	4 (A4)	0	0		
611	3 (A3)	0	0		
612	2 (A2)	0	0		
613	Muy bajo1 (A1)	0	0		
614	Sin respuesta	0	0		
615	No mostrada	0	0		
616					
617					
618	Resumen de campo para D2 [Capacidad para redactar informes o documentos.][Etiqueta 2]				
619	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[B. Nivel de conocimientos, habiidades y actitudes que son necesarias en el trabajo que realiza el graduado en la actualidad]"				
620	Opción	Cuenta	Porcentaje		
621	Muy alto10 (A10)	7	0.7		
622	9 (A9)	1	0.1		
623	8 (A8)	2	0.2		
624	7 (A7)	0	0		
625	6 (A6)	0	0		
626	5 (A5)	0	0		
627	4 (A4)	0	0		
628	3 (A3)	0	0		
629	2 (A2)	0	0		
630	Muy bajo1 (A1)	0	0		
631	Sin respuesta	0	0		
632	No mostrada	0	0		
633					
634					
635	Resumen de campo para D2 [Capacidad para el emprendimiento.][Etiqueta 1]				
636	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[A. Nivel de conocimientos, habiidades y actitudes ingresó el graduado al empleo]"				
637	Opción	Cuenta	Porcentaje		
638	Muy alto10 (A10)	4	0.4		EMPRENDIMIENTO
639	9 (A9)	4	0.4		0.646230327641497
640	8 (A8)	1	0.1		
641	7 (A7)	1	0.1		
642	6 (A6)	0	0		
643	5 (A5)	0	0		
644	4 (A4)	0	0		
645	3 (A3)	0	0		
646	2 (A2)	0	0		
647	Muy bajo1 (A1)	0	0		
648	Sin respuesta	0	0		
649	No mostrada	0	0		
650					
651					
652	Resumen de campo para D2 [Capacidad para el emprendimiento.][Etiqueta 2]				
653	"<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">A continuación hay una lista de conocimientos, habilidades y actitudes. Proporcione la siguiente información:</span></span></p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.1) Columna A:<span style=""color: rgb(0, 0, 0);"">¿Con qué nivel de conocimientos, habilidades y actitudes ingresó el graduado al empleo?</span></span></span></p>
<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
</span></span>
<p>
	<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">(D2.2) Columna B:<span style=""color: rgb(0, 0, 0);"">¿Qué nivel de los conocimientos, habilidades y actitudes son necesarios en el trabajo que realiza el graduado en la actualidad?</span></span></span></p>
<p>
	 </p>
<p>
	 </p>
<style type=""text/css"">
@page { margin: 2cm }
		p { margin-bottom: 0.25cm; direction: ltr; line-height: 120%; text-align: left; orphans: 2; widows: 2 }</style>
[B. Nivel de conocimientos, habiidades y actitudes que son necesarias en el trabajo que realiza el graduado en la actualidad]"				
654	Opción	Cuenta	Porcentaje		
655	Muy alto10 (A10)	7	0.7		
656	9 (A9)	0	0		
657	8 (A8)	2	0.2		
658	7 (A7)	1	0.1		
659	6 (A6)	0	0		
660	5 (A5)	0	0		
661	4 (A4)	0	0		
662	3 (A3)	0	0		
663	2 (A2)	0	0		
664	Muy bajo1 (A1)	0	0		
665	Sin respuesta	0	0		
666	No mostrada	0	0		
667					
668					
669	Resumen de campo para E1 [1.]				
670	¿En qué conocimientos y/o hablidades requeriría mayor capacitación o actualización el graduado/(a) para mejorar su desempeño profesional?				
671	Opción	10	1		
672	Sin respuesta	0	0		
673	No mostrada	0	0		
674					
675					
676	Resumen de campo para E1 [2.]				
677	¿En qué conocimientos y/o hablidades requeriría mayor capacitación o actualización el graduado/(a) para mejorar su desempeño profesional?				
678	Opción	10	1		
679	Sin respuesta	0	0		
680	No mostrada	0	0		
681					
682					
683	Resumen de campo para E2				
684	¿Conoce usted si la empresa o institución estaría dispuesta a auspiciar la capacitación o actualización señalada en el ítem anterior?				
685	Opción	Cuenta	Porcentaje		
686	Si (E2SQ1)	0	0		
687	No (E2SQ3)	6	0.6		
688	En parte (E2SQ2)	4	0.4		
689	Sin respuesta	0	0		
690	No mostrada	0	0		
